SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3304 49th Ave SW,Seattle,WA,98116,1179000,4,3.5,Admiral,2211,6663,2024,1,533,50,Active,November-23-2024 11:00 AM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/3304-49th-Ave-SW-98116/home/331151,NWMLS as Distributed by MLS Grid,2311910,N,Y,47.5743875,-122.3944398
MLS Listing,,Single Family Residential,1627 22nd Ave E,Seattle,WA,98112,3450000,4,3.5,North Capitol Hill,3800,12200,1915,1,908,,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/1627-22nd-Ave-E-98112/home/137103,NWMLS as Distributed by MLS Grid,2311685,N,Y,47.6340465,-122.3041595
MLS Listing,,Single Family Residential,2716 NW 65th St,Seattle,WA,98117,850000,4,2.0,Ballard,1820,3796,1951,1,467,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/2716-NW-65th-St-98117/home/163776,NWMLS as Distributed by MLS Grid,2288502,N,Y,47.6760879,-122.3916146
MLS Listing,,Single Family Residential,3517 SW Hanford St,Seattle,WA,98126,1500000,4,2.5,Admiral,2640,4000,1910,1,568,,Active,November-22-2024 01:00 PM,November-22-2024 03:00 PM,https://www.redfin.com/WA/Seattle/3517-SW-Hanford-St-98126/home/328956,NWMLS as Distributed by MLS Grid,2309331,N,Y,47.5754068,-122.3768665
MLS Listing,,Townhouse,8330 26th Ave NW,Seattle,WA,98117,1089950,4,2.5,Loyal Heights,1720,1333,2024,2,634,35,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/8330-26th-Ave-NW-98117/home/164376,NWMLS as Distributed by MLS Grid,2312159,N,Y,47.6899409,-122.3895151
MLS Listing,,Single Family Residential,6018 18th Ave SW,Seattle,WA,98106,1375000,4,2.5,Puget Ridge,2552,11073,2024,3,539,,Active,November-23-2024 02:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/6018-18th-Ave-SW-98106/home/22496001,NWMLS as Distributed by MLS Grid,2311634,N,Y,47.5475866,-122.3564375
MLS Listing,,Single Family Residential,2713 W Howe St,Seattle,WA,98199,2355000,4,3.5,Magnolia,3200,5000,2024,4,736,,Active,,,https://www.redfin.com/WA/Seattle/2713-W-Howe-St-98199/home/126332,NWMLS as Distributed by MLS Grid,2311553,N,Y,47.6357642,-122.3919976
MLS Listing,,Townhouse,9219 Densmore Ave N,Seattle,WA,98103,969900,4,2.5,Licton Springs,1801,,2024,4,539,60,Active,November-23-2024 12:30 PM,November-23-2024 02:30 PM,https://www.redfin.com/WA/Seattle/9219-Densmore-Ave-N-98103/home/104786,NWMLS as Distributed by MLS Grid,2311638,N,Y,47.6965556,-122.3379148
MLS Listing,,Single Family Residential,8809 Wallingford Ave N,Seattle,WA,98103,1598000,4,3.5,Green Lake,2433,3067,2024,4,657,75,Active,,,https://www.redfin.com/WA/Seattle/8809-Wallingford-Ave-N-98103/home/104827,NWMLS as Distributed by MLS Grid,2311599,N,Y,47.6926651,-122.3369976
MLS Listing,,Single Family Residential,3245 NW Esplanade,Seattle,WA,98117,1135000,4,2.0,North Beach,2760,7560,1947,7,411,,Active,,,https://www.redfin.com/WA/Seattle/3245-NW-Esplanade-98117/home/289153,NWMLS as Distributed by MLS Grid,2310245,N,Y,47.6980798,-122.3996117
MLS Listing,,Single Family Residential,220 NW 58th St,Seattle,WA,98107,1649000,4,2.5,Phinney Ridge,2610,5939,1930,7,632,,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/220-NW-58th-St-98107/home/298881,NWMLS as Distributed by MLS Grid,2309969,N,Y,47.6712245,-122.3598186
MLS Listing,,Single Family Residential,6236 4th Ave NW,Seattle,WA,98107,1450000,4,2.0,Phinney Ridge,1850,4000,1925,7,784,,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/6236-4th-Ave-NW-98107/home/494695,NWMLS as Distributed by MLS Grid,2310926,N,Y,47.675325,-122.3615825
MLS Listing,,Single Family Residential,1545 NE 130th Pl,Seattle,WA,98125,1300000,4,2.5,Olympic Hills,2086,16893,1934,8,623,,Active,November-23-2024 12:00 AM,November-23-2024 05:00 PM,https://www.redfin.com/WA/Seattle/1545-NE-130th-Pl-98125/home/115173,NWMLS as Distributed by MLS Grid,2309262,N,Y,47.7247361,-122.3114585
MLS Listing,,Single Family Residential,12221 1st Ave NW,Seattle,WA,98177,2500000,4,3.0,Broadview,3560,7707,1958,8,702,,Active,,,https://www.redfin.com/WA/Seattle/12221-1st-Ave-NW-98177/home/96698,NWMLS as Distributed by MLS Grid,2310789,N,Y,47.7184795,-122.3586144
MLS Listing,,Single Family Residential,7040 25th Ave NW,Seattle,WA,98117,1750000,4,2.5,Loyal Heights,2755,2538,2024,8,635,50,Active,November-24-2024 11:00 AM,November-24-2024 01:00 PM,https://www.redfin.com/WA/Seattle/7040-25th-Ave-NW-98117/home/166147,NWMLS as Distributed by MLS Grid,2310500,N,Y,47.6807719,-122.3883863
MLS Listing,,Single Family Residential,6628 High Point Dr SW,Seattle,WA,98126,840000,4,2.5,High Point,1900,2766,2014,8,442,139,Active,November-23-2024 12:30 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/6628-High-Point-Dr-SW-98126/home/18661668,NWMLS as Distributed by MLS Grid,2310297,N,Y,47.542968,-122.3685262
MLS Listing,,Single Family Residential,2033 11th Ave E,Seattle,WA,98102,2200000,4,2.0,Capitol Hill,3107,4000,1914,10,708,,Active,,,https://www.redfin.com/WA/Seattle/2033-11th-Ave-E-98102/home/137075,NWMLS as Distributed by MLS Grid,2310227,N,Y,47.63826,-122.3182737
MLS Listing,,Single Family Residential,6216 17th Ave NE,Seattle,WA,98115,1157500,4,1.0,Ravenna,2130,3461,1927,10,543,,Active,,,https://www.redfin.com/WA/Seattle/6216-17th-Ave-NE-98115/home/308742,NWMLS as Distributed by MLS Grid,2310085,N,Y,47.6743785,-122.3095687
MLS Listing,,Single Family Residential,4554 45th Ave NE,Seattle,WA,98105,2940000,4,3.5,Laurelhurst,3980,4945,2015,10,739,,Active,,,https://www.redfin.com/WA/Seattle/4554-45th-Ave-NE-98105/home/121629,NWMLS as Distributed by MLS Grid,2310070,N,Y,47.6628229,-122.2790763
MLS Listing,,Single Family Residential,2226 NE 125th St,Seattle,WA,98125,1298600,4,3.5,Pinehurst,2084,2377,2024,11,623,315,Active,November-24-2024 01:00 PM,November-24-2024 03:00 PM,https://www.redfin.com/WA/Seattle/2226-NE-125th-St-98125/home/193488892,NWMLS as Distributed by MLS Grid,2309899,N,Y,47.7198049,-122.3050569
MLS Listing,,Condo/Co-op,10436 11th Ave SW,Seattle,WA,98146,599999,4,3.0,White Center,938,,1920,11,640,5,Active,,,https://www.redfin.com/WA/Seattle/10436-11th-Ave-SW-98146/home/181502,NWMLS as Distributed by MLS Grid,2309826,N,Y,47.5091449,-122.3484052
MLS Listing,,Single Family Residential,4127 48th Ave S,Seattle,WA,98118,1649950,4,3.5,Seward Park,2333,2337,2024,14,707,67,Active,November-24-2024 11:00 AM,November-24-2024 01:00 PM,https://www.redfin.com/WA/Seattle/4127-48th-Ave-S-98118/home/488615,NWMLS as Distributed by MLS Grid,2309205,N,Y,47.5656364,-122.2735742
MLS Listing,,Single Family Residential,9212 39th Ave S,Seattle,WA,98118,899000,4,3.0,Beacon Hill,2900,7150,1947,14,310,,Active,,,https://www.redfin.com/WA/Seattle/9212-39th-Ave-S-98118/home/480375,NWMLS as Distributed by MLS Grid,2308912,N,Y,47.5210911,-122.2833449
MLS Listing,,Single Family Residential,4632 S Garden St,Seattle,WA,98118,647500,4,2.0,Brighton,2040,6000,1959,15,317,,Active,,,https://www.redfin.com/WA/Seattle/4632-S-Garden-St-98118/home/173114,NWMLS as Distributed by MLS Grid,2309146,N,Y,47.5378044,-122.2739613
MLS Listing,,Single Family Residential,1534 NE 98th St,Seattle,WA,98115,1525000,4,3.5,Maple Leaf,2980,5008,2005,15,512,,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/1534-NE-98th-St-98115/home/2092992,NWMLS as Distributed by MLS Grid,2308954,N,Y,47.7005445,-122.3106497
MLS Listing,,Single Family Residential,7534 Mary Ave NW,Seattle,WA,98117,1150000,4,2.0,Whittier,1950,4445,1930,16,590,,Active,,,https://www.redfin.com/WA/Seattle/7534-Mary-Ave-NW-98117/home/496739,NWMLS as Distributed by MLS Grid,2308569,N,Y,47.6842663,-122.3751735
MLS Listing,,Single Family Residential,2555 NE 85th St,Seattle,WA,98115,1600000,4,2.5,Wedgwood,2450,5822,2004,17,653,,Active,November-24-2024 12:00 PM,November-24-2024 04:00 PM,https://www.redfin.com/WA/Seattle/2555-NE-85th-St-98115/home/316656,NWMLS as Distributed by MLS Grid,2307279,N,Y,47.6901856,-122.2991593
MLS Listing,,Single Family Residential,911 11th Ave E,Seattle,WA,98102,1850000,4,3.0,Capitol Hill,2920,4200,1924,18,634,,Active,,,https://www.redfin.com/WA/Seattle/911-11th-Ave-E-98102/home/135423,NWMLS as Distributed by MLS Grid,2308098,N,Y,47.627172,-122.3183636
MLS Listing,,Single Family Residential,1332 SW 114th St,Seattle,WA,98146,750000,4,3.0,Shorewood,1974,7290,1957,20,380,,Active,,,https://www.redfin.com/WA/Seattle/1332-SW-114th-St-98146/home/181575,NWMLS as Distributed by MLS Grid,2307742,N,Y,47.5012021,-122.3521251
MLS Listing,,Single Family Residential,7536 S 130th Pl,Seattle,WA,98178,1105900,4,3.5,Bryn Mawr,3007,2800,2024,21,368,80,Active,,,https://www.redfin.com/WA/Seattle/7536-S-129th-Pl-98178/home/191003655,NWMLS as Distributed by MLS Grid,2307590,N,Y,47.4869302,-122.2391725
MLS Listing,,Single Family Residential,13001 75th Pl S,Seattle,WA,98178,1078900,4,3.5,Bryn Mawr,2588,4715,2024,21,417,80,Active,,,https://www.redfin.com/WA/Seattle/13001-75th-Pl-S-98178/home/190556772,NWMLS as Distributed by MLS Grid,2307532,N,Y,47.486352,-122.240538
MLS Listing,,Single Family Residential,7545 S 129th St,Seattle,WA,98178,1151900,4,3.5,Bryn Mawr,3240,3000,2024,21,356,80,Active,,,https://www.redfin.com/WA/Seattle/7545-S-129th-Pl-98178/home/185897398,NWMLS as Distributed by MLS Grid,2307626,N,Y,47.486756,-122.239032
MLS Listing,,Single Family Residential,7544 S 129th Pl,Seattle,WA,98178,1129900,4,3.5,Bryn Mawr,3240,3000,2024,21,349,80,Active,,,https://www.redfin.com/WA/Seattle/7544-S-129th-St-98178/home/188856237,NWMLS as Distributed by MLS Grid,2307616,N,Y,47.4874672,-122.2384904
MLS Listing,,Single Family Residential,7570 S 129th Pl,Seattle,WA,98178,1126900,4,3.5,Bryn Mawr,3240,3000,2024,21,348,80,Active,,,https://www.redfin.com/WA/Seattle/7570-S-129th-St-98178/home/188756755,NWMLS as Distributed by MLS Grid,2307600,N,Y,47.4874666,-122.238438
MLS Listing,,Single Family Residential,9252 9th Ave NW,Seattle,WA,98117,1049000,4,4.0,Crown Hill,2256,5993,1950,21,465,,Active,,,https://www.redfin.com/WA/Seattle/9252-9th-Ave-NW-98117/home/100437,NWMLS as Distributed by MLS Grid,2307598,N,Y,47.6975497,-122.3684752
MLS Listing,,Single Family Residential,4528 33rd Ave S,Seattle,WA,98118,1700000,4,2.5,Columbia City,2586,4470,2018,21,657,,Active,,,https://www.redfin.com/WA/Seattle/4528-33rd-Ave-S-98118/home/145530395,NWMLS as Distributed by MLS Grid,2307449,N,Y,47.561987,-122.2907219
MLS Listing,,Townhouse,4108 Leary Way NW,Seattle,WA,98107,1225000,4,3.5,Fremont,2427,1102,2024,21,505,60,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/4108-Leary-Way-NW-98107/home/193382829,NWMLS as Distributed by MLS Grid,2307001,N,Y,47.6574042,-122.3628465
MLS Listing,,Single Family Residential,5029 29th Ave S,Seattle,WA,98108,1050000,4,2.0,Beacon Hill,1380,5500,1941,22,761,,Active,,,https://www.redfin.com/WA/Seattle/5029-29th-Ave-S-98108/home/478672,NWMLS as Distributed by MLS Grid,2307021,N,Y,47.556408,-122.2960591
MLS Listing,,Single Family Residential,2600 Harvard Ave E,Seattle,WA,98102,1695000,4,4.0,Roanoke Park,4440,5500,1991,22,382,,Active,,,https://www.redfin.com/WA/Seattle/2600-Harvard-Ave-E-98102/home/136737,NWMLS as Distributed by MLS Grid,2307159,N,Y,47.6433508,-122.3217558
MLS Listing,,Single Family Residential,1810 SW Dakota St,Seattle,WA,98106,1350000,4,3.5,Pigeon Point,2876,7363,2020,22,469,,Active,November-24-2024 10:00 AM,November-24-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1810-SW-Dakota-St-98106/home/160216,NWMLS as Distributed by MLS Grid,2306761,N,Y,47.5667184,-122.3575514
MLS Listing,,Townhouse,827 NE 98th St,Seattle,WA,98115,1395950,4,2.5,Maple Leaf,2288,1492,2024,23,610,45,Active,November-23-2024 01:30 PM,November-23-2024 03:30 PM,https://www.redfin.com/WA/Seattle/827-NE-98th-St-98115/home/109740,NWMLS as Distributed by MLS Grid,2306863,N,Y,47.7001402,-122.3191507
MLS Listing,,Single Family Residential,12709 61st Pl S,Seattle,WA,98178,725000,4,3.0,Riverton,3300,10400,1979,23,220,,Active,,,https://www.redfin.com/WA/Seattle/12709-61st-Pl-S-98178/home/196528,NWMLS as Distributed by MLS Grid,2302090,N,Y,47.4891827,-122.2582044
MLS Listing,,Single Family Residential,4916 30th Ave S,Seattle,WA,98108,525000,4,2.5,Beacon Hill,1587,9618,1977,24,331,,Active,,,https://www.redfin.com/WA/Seattle/4916-30th-Ave-S-98108/home/479568,NWMLS as Distributed by MLS Grid,2306567,N,Y,47.557772,-122.2939322
MLS Listing,,Single Family Residential,5300 46th Ave S,Seattle,WA,98118,1295000,4,3.5,Columbia City,3982,4621,1911,25,325,,Active,,,https://www.redfin.com/WA/Seattle/5300-46th-Ave-S-98118/home/492719,NWMLS as Distributed by MLS Grid,2305603,N,Y,47.5543233,-122.2751138
MLS Listing,,Single Family Residential,5254 23rd Ave SW,Seattle,WA,98106,1525000,4,3.5,Delridge,2860,7079,2025,25,533,,Active,,,https://www.redfin.com/WA/Seattle/5254-23rd-Ave-SW-98106/home/173657022,NWMLS as Distributed by MLS Grid,2305956,N,Y,47.5538934,-122.3611213
MLS Listing,,Single Family Residential,454 NE 40th St,Seattle,WA,98105,2088000,4,4.0,Wallingford,2924,2500,2024,28,714,88,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/454-NE-40th-St-98105/home/193317581,NWMLS as Distributed by MLS Grid,2305686,N,Y,47.6560008,-122.3238298
MLS Listing,,Single Family Residential,8501 16th Ave SW,Seattle,WA,98106,849000,4,3.0,White Center,1900,5120,1919,29,447,,Active,November-23-2024 02:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/8501-16th-Ave-SW-98106/home/476420,NWMLS as Distributed by MLS Grid,2305415,N,Y,47.5273207,-122.3553909
MLS Listing,,Single Family Residential,3615 36th Ave W,Seattle,WA,98199,3150000,4,3.5,Magnolia,4000,7653,2024,29,788,39,Active,,,https://www.redfin.com/WA/Seattle/3615-36th-Ave-W-98199/home/193303431,NWMLS as Distributed by MLS Grid,2305275,N,Y,47.6527248,-122.4038817
MLS Listing,,Single Family Residential,914 Federal Ave E,Seattle,WA,98102,2200000,4,3.5,Capitol Hill,3990,5250,1916,29,551,,Active,,,https://www.redfin.com/WA/Seattle/914-Federal-Ave-E-98102/home/135277,NWMLS as Distributed by MLS Grid,2305144,N,Y,47.6273358,-122.3188741
MLS Listing,,Single Family Residential,11245 59th Ave S,Seattle,WA,98178,539000,4,3.0,Skyway,2200,8195,1962,29,245,,Active,,,https://www.redfin.com/WA/Seattle/11245-59th-Ave-S-98178/home/178095,NWMLS as Distributed by MLS Grid,2305047,N,Y,47.4989985,-122.259838
MLS Listing,,Townhouse,3914 S Brandon St,Seattle,WA,98118,999900,4,3.5,Columbia City,2503,5011,2021,29,399,,Active,,,https://www.redfin.com/WA/Seattle/3914-S-Brandon-St-98118/home/69356515,NWMLS as Distributed by MLS Grid,2298898,N,Y,47.5538105,-122.2828492
MLS Listing,,Single Family Residential,1206 15th Ave E,Seattle,WA,98112,1580000,4,3.5,North Capitol Hill,2420,3200,1902,29,653,,Active,,,https://www.redfin.com/WA/Seattle/1206-15th-Ave-E-98112/home/136461,NWMLS as Distributed by MLS Grid,2304901,N,Y,47.6308979,-122.3122413
MLS Listing,,Single Family Residential,3700 E Union St,Seattle,WA,98122,2175000,4,3.5,Madrona,3240,3946,1916,30,671,,Active,November-23-2024 02:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/3700-E-Union-St-98122/home/141381,NWMLS as Distributed by MLS Grid,2301878,N,Y,47.6129328,-122.28579
MLS Listing,,Single Family Residential,12011 36th Ave NE Unit B,Seattle,WA,98125,1039950,4,2.0,Meadowbrook,2036,2439,2024,30,511,58,Active,November-24-2024 10:00 AM,November-24-2024 11:30 AM,https://www.redfin.com/WA/Seattle/12011-36th-Ave-NE-98125/unit-B/home/193203522,NWMLS as Distributed by MLS Grid,2304999,N,Y,47.7159137,-122.2895679
MLS Listing,,Single Family Residential,12011 36th Ave NE,Seattle,WA,98125,1474950,4,3.5,Meadowbrook,3100,2558,2024,30,476,58,Active,November-24-2024 10:00 AM,November-24-2024 11:30 AM,https://www.redfin.com/WA/Seattle/12011-36th-Ave-NE-98125/home/191524926,NWMLS as Distributed by MLS Grid,2304934,N,Y,47.7159137,-122.2895679
MLS Listing,,Single Family Residential,4910 S Alaska St,Seattle,WA,98118,1299950,4,3.5,Seward Park,2128,2021,2024,30,611,,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/4910-S-Alaska-St-98118/home/22549847,NWMLS as Distributed by MLS Grid,2304508,N,Y,47.560785,-122.271419
MLS Listing,,Single Family Residential,8045 11th Ave NW,Seattle,WA,98117,880000,4,1.0,Whittier,2100,2500,1910,30,419,,Active,,,https://www.redfin.com/WA/Seattle/8045-11th-Ave-NW-98117/home/496994,NWMLS as Distributed by MLS Grid,2302510,N,Y,47.6882113,-122.3707239
MLS Listing,,Single Family Residential,11434 60th Ave S,Seattle,WA,98178,725000,4,3.0,Skyway,3240,6001,1963,30,224,,Active,,,https://www.redfin.com/WA/Seattle/11434-60th-Ave-S-98178/home/196943,NWMLS as Distributed by MLS Grid,2304215,N,Y,47.4998941,-122.257989
MLS Listing,,Single Family Residential,5119 S Brandon St,Seattle,WA,98118,1319000,4,3.5,Seward Park,2205,1851,2024,31,598,57,Active,November-24-2024 11:00 AM,November-24-2024 12:00 PM,https://www.redfin.com/WA/Seattle/5119-S-Brandon-St-98118/home/492468,NWMLS as Distributed by MLS Grid,2304519,N,Y,47.5531221,-122.2690371
MLS Listing,,Townhouse,1223 C N 47th St,Seattle,WA,98103,1195000,4,3.0,Wallingford,1710,879,2024,31,699,,Active,November-23-2024 10:00 AM,November-23-2024 12:00 PM,https://www.redfin.com/WA/Unknown/1223C-N-47th-St-Unknown/home/192261090,NWMLS as Distributed by MLS Grid,2304160,N,Y,47.662712,-122.342507
MLS Listing,,Single Family Residential,2000 14TH Ave S,Seattle,WA,98144,1288000,4,4.5,N Beacon Hill,3180,6000,1930,32,405,,Active,,,https://www.redfin.com/WA/Seattle/2000-14th-Ave-S-98144/home/12449418,NWMLS as Distributed by MLS Grid,2304243,N,Y,47.5853785,-122.3143834
MLS Listing,,Single Family Residential,2312 NW 65th St,Seattle,WA,98117,1795000,4,4.0,Ballard,3415,3881,2024,32,526,,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/2312-NW-65th-St-98117/home/190669688,NWMLS as Distributed by MLS Grid,2303960,N,Y,47.6762156,-122.3856243
MLS Listing,,Single Family Residential,2206 W Emerson St,Seattle,WA,98199,979950,4,2.0,Magnolia,1880,1600,2017,35,521,,Active,November-23-2024 12:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/2206-W-Emerson-St-98199/home/106724217,NWMLS as Distributed by MLS Grid,2302883,N,Y,47.6542594,-122.3853775
MLS Listing,,Single Family Residential,14050 Hilltop Ln NW,Seattle,WA,98177,2295000,4,2.5,Broadview,3150,27542,1965,35,729,50,Active,,,https://www.redfin.com/WA/Seattle/14050-Hilltop-Ln-NW-98177/home/288174,NWMLS as Distributed by MLS Grid,2302271,N,Y,47.7326332,-122.3666735
MLS Listing,,Single Family Residential,2475 42nd Ave W,Seattle,WA,98199,2598000,4,3.5,Magnolia,3350,4815,1958,35,776,,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/2475-42nd-Ave-W-98199/home/126397,NWMLS as Distributed by MLS Grid,2302065,N,Y,47.6417831,-122.4106536
MLS Listing,,Single Family Residential,11231 Palatine Ave N,Seattle,WA,98133,1008000,4,2.0,Broadview,2380,7560,1953,35,424,,Active,November-23-2024 12:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/11231-Palatine-Ave-N-98133/home/95955,NWMLS as Distributed by MLS Grid,2303437,N,Y,47.7115351,-122.3571382
MLS Listing,,Single Family Residential,2153 4th Ave W,Seattle,WA,98119,2598000,4,3.5,Queen Anne,3057,3600,2024,35,850,,Active,,,https://www.redfin.com/WA/Seattle/2153-4th-Ave-W-98119/home/132988,NWMLS as Distributed by MLS Grid,2303350,N,Y,47.639293,-122.362609
